Triplet #,Anchor,Positive,Negative,Hardness Score
36,Sweater_wind3_b100_m1_1.mp4,Fleece_wind1_b100_m0.3_1.mp4,Bro_wind3_b0.01_m0.1_1.mp4,5
37,Cotton_wind2_b0.1_m0.7_1.mp4,Cotton_wind2_b0.1_m1.7_1.mp4,Cotton_wind2_b1_m0.5_1.mp4,2
38,FeltGreen_wind1_b0.01_m0.3_1.mp4,Sweater_wind3_b0.01_m1_1.mp4,Fleece_wind3_b0.1_m1.7_1.mp4,4
39,Fleece_wind1_b0.01_m1.7_1.mp4,Sweater_wind2_b0.01_m1.3_1.mp4,Fleece_wind3_b0.1_m0.5_1.mp4,3
40,Sweater_wind2_b0.01_m0.5_1.mp4,Sha_wind2_b0.01_m0.1_1.mp4,Fleece_wind2_b1_m0.5_1.mp4,7
41,Sha_wind1_b0.001_m1.7_1.mp4,Bro_wind3_b0.001_m1.7_1.mp4,Sha_wind1_b10_m1_1.mp4,4
42,Silk_wind1_b10_m0.3_1.mp4,Fleece_wind3_b10_m0.1_1.mp4,Sha_wind1_b100_m1_1.mp4,3
43,Cotton_wind1_b0.01_m1.3_1.mp4,Sweater_wind2_b0.01_m0.1_1.mp4,FeltGreen_wind2_b1_m1.7_1.mp4,9
44,Silk_wind3_b0.1_m1.3_1.mp4,Sweater_wind1_b0.1_m0.5_1.mp4,Sweater_wind3_b1_m0.1_1.mp4,4
45,Sha_wind1_b1_m0.5_1.mp4,Silk_wind3_b1_m1_1.mp4,Sha_wind3_b0.01_m0.7_1.mp4,8
46,Fleece_wind2_b100_m0.3_1.mp4,Silk_wind3_b100_m1_1.mp4,Sha_wind3_b0.1_m1_1.mp4,3
47,Cotton_wind3_b0.1_m0.1_1.mp4,Sweater_wind1_b0.1_m1.3_1.mp4,Sha_wind3_b100_m1_1.mp4,7
48,Sweater_wind2_b10_m0.1_1.mp4,Fleece_wind2_b10_m0.5_1.mp4,Silk_wind2_b0.1_m1_1.mp4,5
49,Cotton_wind2_b1_m0.7_1.mp4,Silk_wind2_b1_m0.5_1.mp4,Sweater_wind1_b100_m1.3_1.mp4,6
50,Fleece_wind3_b0.1_m1.3_1.mp4,Bro_wind1_b0.1_m0.3_1.mp4,FeltGreen_wind1_b0.01_m0.1_1.mp4,8
